Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 19	1180	160	11.0908	2.22865	8.86215	0	0.191777	0.808223	0		0.07736	0.779053	0.13904	0.00454633	0.0355547	0.536465	0.316782	0.111199	
Seg 20	1203.99	160	10.5787	1.38101	9.19765	0	0.125244	0.874756	0		0.0783323	0.777859	0.138958	0.00485104	0.0371808	0.546399	0.309573	0.106847	
Seg 21	1222.56	160	10.1977	0.717173	9.48056	0	0.0703247	0.929675	0		0.0791003	0.776808	0.138981	0.00511062	0.0385023	0.554033	0.303974	0.103491	
Seg 22	1240.49	160	9.84244	0.0666556	9.77579	0	0.00677207	0.993228	0		0.0798535	0.775683	0.13908	0.00538324	0.0398336	0.561357	0.298552	0.100257	
Seg 23	1258.32	160	9.78626	0	9.78626	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 24	1276.1	160	9.76354	0	9.76354	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 25	1293.84	160	9.74129	0	9.74129	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 26	1311.54	160	9.71949	0	9.71949	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 27	1329.21	160	9.69811	0	9.69811	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 28	1346.83	160	9.67714	0	9.67714	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 29	1364.42	160	9.65658	0	9.65658	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	
Seg 30	1381.97	160	9.63639	0	9.63639	0	0	1	0		0.0399719	0.562097	0.298001	0.0999297	0.0399719	0.562097	0.298001	0.0999297	


440.845   	300       	160       	0         	94723.6   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	97.9031	94.6941	3.20904	0	0.967222	0.0327777	0		0.0488475	0.700494	0.248299	0.00235935	0.00441755	0.128095	0.462012	0.405475	
Seg 1	417.044	160	63.4123	59.5971	3.81525	0	0.938616	0.0613843	0		0.0519957	0.729765	0.216296	0.00194344	0.00677904	0.185049	0.490279	0.317892	
Seg 2	506.992	160	48.3199	44.07	4.24983	0	0.909613	0.0903865	0		0.05432	0.747176	0.196659	0.00184447	0.00880862	0.229374	0.488402	0.273416	
Seg 3	581.339	160	39.619	35.0203	4.59874	0	0.880211	0.119789	0		0.0561879	0.758436	0.18353	0.00184648	0.0106314	0.265854	0.478538	0.244977	
Seg 4	645.37	160	33.8506	28.9501	4.90051	0	0.850217	0.149783	0		0.0577822	0.76617	0.174152	0.0018956	0.012318	0.296994	0.466332	0.224356	
Seg 5	701.987	160	29.6898	24.5153	5.17452	0	0.819407	0.180593	0		0.0591996	0.771694	0.167134	0.00197255	0.0139113	0.32425	0.453608	0.20823	
Seg 6	752.973	160	26.5149	21.0833	5.43166	0	0.787569	0.212431	0		0.060496	0.775729	0.161706	0.00206899	0.0154393	0.348543	0.441037	0.194981	
Seg 7	799.512	160	23.9932	18.3145	5.67873	0	0.754509	0.245491	0		0.0617059	0.778706	0.157407	0.00218091	0.0169214	0.370493	0.428871	0.183714	
Seg 8	842.433	160	21.9293	16.009	5.92032	0	0.720043	0.279957	0		0.0628522	0.780898	0.153944	0.00230631	0.0183719	0.390539	0.417199	0.173891	
Seg 9	882.346	160	20.2005	14.0407	6.15974	0	0.683988	0.316012	0		0.0639504	0.782483	0.151122	0.00244427	0.0198017	0.409002	0.406034	0.165162	
Seg 10	919.712	160	18.7252	12.3255	6.39961	0	0.64616	0.35384	0		0.0650118	0.783588	0.148805	0.00259448	0.0212196	0.426129	0.395363	0.157288	
Seg 11	954.891	160	17.4471	10.8051	6.64208	0	0.606364	0.393636	0		0.0660445	0.784301	0.146897	0.00275702	0.0226327	0.442109	0.385157	0.150101	
Seg 12	988.169	160	16.3261	9.43705	6.88906	0	0.564395	0.435605	0		0.0670548	0.784687	0.145326	0.00293229	0.0240473	0.457095	0.375382	0.143476	
Seg 13	1019.78	160	15.3324	8.19007	7.14232	0	0.520032	0.479968	0		0.0680474	0.784793	0.144038	0.00312089	0.0254687	0.471209	0.366005	0.137317	
Seg 14	1049.92	160	14.4436	7.04	7.40362	0	0.473031	0.526969	0		0.0690256	0.784657	0.142994	0.00332363	0.0269019	0.484553	0.356993	0.131552	
Seg 15	1078.74	160	13.6426	5.96782	7.67474	0	0.423121	0.576879	0		0.0699924	0.784304	0.142162	0.00354152	0.0283512	0.497212	0.348315	0.126122	
Seg 16	1106.38	160	12.9157	4.95815	7.95758	0	0.369999	0.630001	0		0.0709495	0.783758	0.141517	0.00377575	0.0298211	0.509257	0.339944	0.120979	
Seg 17	1132.97	160	12.2524	3.99816	8.25423	0	0.313322	0.686678	0		0.0718986	0.783032	0.141041	0.00402773	0.0313156	0.52075	0.331851	0.116084	
Seg 18	1158.6	160	11.6439	3.07687	8.56702	0	0.252698	0.747302	0		0.0728404	0.78214	0.14072	0.0042991	0.0328387	0.531744	0.324013	0.111405	
Seg 19	1183.35	160	11.0834	2.18489	8.89848	0	0.188237	0.811763	0		0.073775	0.781091	0.140543	0.00459164	0.034394	0.542282	0.316408	0.106915	
Seg 20	1207.3	160	10.5651	1.31343	9.25166	0	0.119361	0.880639	0		0.074702	0.77989	0.140501	0.00490748	0.0359852	0.552405	0.309018	0.102592	
Seg 21	1225.83	160	10.1796	0.628999	9.55061	0	0.0617884	0.938212	0		0.0754339	0.778829	0.14056	0.00517709	0.0372796	0.560188	0.303277	0.0992559	
Seg 22	1243.74	160	9.84119	0	9.84119	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 23	1261.61	160	9.81702	0	9.81702	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 24	1279.43	160	9.79337	0	9.79337	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 25	1297.21	160	9.77022	0	9.77022	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 26	1314.95	160	9.74754	0	9.74754	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 27	1332.65	160	9.72532	0	9.72532	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 28	1350.31	160	9.70355	0	9.70355	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 29	1367.93	160	9.6822	0	9.6822	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	
Seg 30	1385.52	160	9.66126	0	9.66126	0	0	1	0		0.0384993	0.567177	0.298075	0.0962483	0.0384993	0.567177	0.298075	0.0962483	


441.626   	300       	160       	0         	94879.2   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	98.0759	94.8804	3.19556	0	0.967417	0.0325825	0		0.0485224	0.700616	0.248504	0.00235796	0.00438902	0.128131	0.462372	0.405107	
Seg 1	417.182	160	63.4973	59.6949	3.80243	0	0.938907	0.0610933	0		0.0516473	0.729903	0.216509	0.00194114	0.00673851	0.185182	0.490798	0.317282	
Seg 2	507.217	160	48.375	44.1373	4.23773	0	0.909977	0.0900226	0		0.0539552	0.747339	0.196864	0.00184202	0.00875785	0.229582	0.488925	0.272735	
Seg 3	581.626	160	39.6593	35.072	4.58727	0	0.880635	0.119365	0		0.0558099	0.758619	0.183728	0.00184404	0.0105714	0.266127	0.479028	0.244274	
Seg 4	645.704	160	33.8819	28.9922	4.88963	0	0.850692	0.149308	0		0.0573928	0.76637	0.174344	0.00189324	0.0122496	0.297322	0.466779	0.223649	
Seg 5	702.358	160	29.715	24.5508	5.1642	0	0.819923	0.180077	0		0.0588001	0.771907	0.167323	0.00197033	0.0138349	0.324627	0.454012	0.207526	
Seg 6	753.374	160	26.5356	21.1137	5.42192	0	0.788118	0.211882	0		0.0600871	0.775953	0.161893	0.00206694	0.0153554	0.348965	0.441397	0.194283	
Seg 7	799.936	160	24.0104	18.3408	5.66959	0	0.755083	0.244917	0		0.0612883	0.77894	0.157592	0.00217907	0.0168302	0.370956	0.42919	0.183024	
Seg 8	842.877	160	21.9437	16.0319	5.91181	0	0.72063	0.27937	0		0.0624263	0.78114	0.154129	0.00230473	0.0182738	0.391039	0.417478	0.173209	
Seg 9	882.805	160	20.2125	14.0605	6.15194	0	0.684578	0.315422	0		0.0635166	0.782733	0.151308	0.002443	0.0196968	0.409539	0.406276	0.164488	
Seg 10	920.184	160	18.7351	12.3426	6.39257	0	0.646739	0.353261	0		0.0645703	0.783844	0.148992	0.00259356	0.0211081	0.4267	0.39557	0.156622	
Seg 11	955.372	160	17.4554	10.8195	6.63588	0	0.606917	0.393083	0		0.0655957	0.784562	0.147086	0.00275654	0.0225149	0.442713	0.385329	0.149443	
Seg 12	988.657	160	16.3328	9.44897	6.88379	0	0.564906	0.435094	0		0.0665988	0.784952	0.145516	0.0029323	0.0239232	0.45773	0.375522	0.142825	
Seg 13	1020.27	160	15.3376	8.19952	7.1381	0	0.52048	0.47952	0		0.0675843	0.785063	0.144231	0.00312148	0.0253386	0.471875	0.366113	0.136673	
Seg 14	1050.41	160	14.4476	7.04698	7.40058	0	0.473393	0.526607	0		0.0685558	0.784929	0.14319	0.0033249	0.0267657	0.485248	0.357071	0.130915	
Seg 15	1079.23	160	13.6453	5.97228	7.67304	0	0.42337	0.57663	0		0.0695157	0.78458	0.142361	0.00354357	0.0282093	0.497936	0.348364	0.125491	
Seg 16	1106.88	160	12.9174	4.95997	7.9574	0	0.370102	0.629898	0		0.0704663	0.784035	0.14172	0.00377871	0.0296735	0.510009	0.339964	0.120353	
Seg 17	1133.47	160	12.253	3.99721	8.25578	0	0.313242	0.686758	0		0.0714088	0.783311	0.141249	0.00403175	0.0311625	0.52153	0.331843	0.115464	
Seg 18	1159.09	160	11.6435	3.07295	8.57056	0	0.252389	0.747611	0		0.0723441	0.782419	0.140933	0.00430434	0.0326803	0.532552	0.323978	0.11079	
Seg 19	1183.84	160	11.0821	2.17773	8.90433	0	0.187657	0.812343	0		0.0732723	0.781369	0.14076	0.00459831	0.0342305	0.543118	0.316347	0.106305	
Seg 20	1207.78	160	10.5629	1.3027	9.26019	0	0.118425	0.881575	0		0.074193	0.780167	0.140724	0.00491581	0.0358168	0.553269	0.308929	0.101985	
Seg 21	1226.3	160	10.1767	0.61517	9.56158	0	0.060447	0.939553	0		0.0749198	0.779104	0.140789	0.00518692	0.0371075	0.561073	0.303167	0.0986524	
Seg 22	1244.22	160	9.84593	0	9.84593	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 23	1262.09	160	9.82161	0	9.82161	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 24	1279.92	160	9.79783	0	9.79783	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 25	1297.71	160	9.77454	0	9.77454	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 26	1315.45	160	9.75174	0	9.75174	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 27	1333.16	160	9.7294	0	9.7294	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 28	1350.83	160	9.7075	0	9.7075	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 29	1368.45	160	9.68604	0	9.68604	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	
Seg 30	1386.04	160	9.66499	0	9.66499	0	0	1	0		0.0382909	0.567896	0.298085	0.0957272	0.0382909	0.567896	0.298085	0.0957272	


443.965   	300       	160       	0         	95334     	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	98.5786	95.4232	3.15549	0	0.96799	0.0320099	0		0.0475739	0.700965	0.249108	0.00235388	0.00430576	0.128236	0.463434	0.404023	
Seg 1	417.581	160	63.7457	59.9813	3.76445	0	0.939761	0.0602391	0		0.0506307	0.730296	0.217139	0.00193436	0.00661996	0.185566	0.492328	0.315486	
Seg 2	507.867	160	48.5365	44.3347	4.20185	0	0.911048	0.0889524	0		0.0528908	0.747803	0.197471	0.00183476	0.00860922	0.230191	0.49047	0.270731	
Seg 3	582.454	160	39.7773	35.2241	4.55323	0	0.881885	0.118115	0		0.0547069	0.759143	0.184313	0.00183681	0.0103958	0.266921	0.480477	0.242206	
Seg 4	646.667	160	33.9736	29.1163	4.85728	0	0.852093	0.147907	0		0.0562567	0.766942	0.174915	0.00188625	0.0120491	0.298278	0.468103	0.22157	
Seg 5	703.426	160	29.7888	24.6553	5.13349	0	0.82145	0.17855	0		0.0576343	0.772519	0.167883	0.0019637	0.0136111	0.325727	0.455205	0.205457	
Seg 6	754.526	160	26.5963	21.2034	5.39287	0	0.789745	0.210255	0		0.058894	0.776599	0.162446	0.0020608	0.0151094	0.350195	0.442463	0.192233	
Seg 7	801.157	160	24.0609	18.4186	5.64229	0	0.756782	0.243218	0		0.0600697	0.779614	0.158143	0.00217354	0.016563	0.372306	0.430134	0.180997	
Seg 8	844.152	160	21.986	16.0996	5.88638	0	0.722374	0.277626	0		0.0611834	0.781837	0.154679	0.00229993	0.0179859	0.392501	0.418306	0.171207	
Seg 9	884.124	160	20.2478	14.1193	6.12853	0	0.686331	0.313669	0		0.0622505	0.783451	0.151859	0.00243907	0.0193891	0.411106	0.406994	0.16251	
Seg 10	921.537	160	18.7646	12.3932	6.37138	0	0.648464	0.351536	0		0.0632819	0.784581	0.149547	0.00259068	0.020781	0.428367	0.396183	0.154669	
Seg 11	956.751	160	17.4796	10.8625	6.61716	0	0.608572	0.391428	0		0.0642857	0.785315	0.147645	0.00275488	0.0221689	0.444476	0.385842	0.147514	
Seg 12	990.055	160	16.3525	9.48464	6.86782	0	0.566439	0.433561	0		0.0652678	0.785719	0.146081	0.00293208	0.0235587	0.459585	0.375938	0.140918	
Seg 13	1021.68	160	15.3532	8.22797	7.12521	0	0.521833	0.478167	0		0.0662327	0.785841	0.144804	0.00312294	0.024956	0.473819	0.366438	0.134788	
Seg 14	1051.83	160	14.4593	7.06817	7.39116	0	0.474496	0.525504	0		0.067184	0.785717	0.143771	0.00332832	0.0263655	0.487279	0.357306	0.129049	
Seg 15	1080.65	160	13.6536	5.98604	7.66755	0	0.424143	0.575857	0		0.0681242	0.785375	0.142952	0.00354927	0.0277919	0.500051	0.348513	0.123644	
Seg 16	1108.3	160	12.9224	4.96601	7.95638	0	0.370451	0.629549	0		0.0690552	0.784835	0.142322	0.00378706	0.0292393	0.512208	0.340029	0.118524	
Seg 17	1134.87	160	12.255	3.99508	8.25989	0	0.313053	0.686947	0		0.0699785	0.784114	0.141864	0.00404317	0.0307119	0.52381	0.331827	0.113651	
Seg 18	1160.49	160	11.6426	3.06204	8.58056	0	0.251528	0.748472	0		0.0708948	0.783224	0.141562	0.00431934	0.0322139	0.534914	0.32388	0.108992	
Seg 19	1185.22	160	11.0784	2.15729	8.92115	0	0.186001	0.813999	0		0.071804	0.782172	0.141406	0.00461748	0.0337488	0.545561	0.31617	0.104521	
Seg 20	1209.14	160	10.5567	1.27169	9.28497	0	0.115715	0.884285	0		0.0727059	0.780966	0.141388	0.00493985	0.0353205	0.555792	0.308674	0.100213	
Seg 21	1227.64	160	10.1686	0.57498	9.59362	0	0.0565432	0.943457	0		0.0734177	0.779898	0.141469	0.00521539	0.0365999	0.563659	0.302851	0.09689	
Seg 22	1245.58	160	9.85968	0	9.85968	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 23	1263.47	160	9.83494	0	9.83494	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 24	1281.31	160	9.81074	0	9.81074	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 25	1299.12	160	9.78705	0	9.78705	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 26	1316.88	160	9.76387	0	9.76387	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 27	1334.6	160	9.74116	0	9.74116	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 28	1352.29	160	9.71891	0	9.71891	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 29	1369.93	160	9.6971	0	9.6971	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	
Seg 30	1387.53	160	9.67572	0	9.67572	0	0	1	0		0.0376801	0.570004	0.298116	0.0942003	0.0376801	0.570004	0.298116	0.0942003	


450.947   	300       	160       	0         	96589.1   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	99.9892	96.9473	3.04186	0	0.969578	0.0304219	0		0.0449565	0.701882	0.25082	0.00234226	0.00407567	0.128521	0.466446	0.400957	
Seg 1	418.687	160	64.4432	60.7871	3.65608	0	0.942151	0.0578494	0		0.0478247	0.731313	0.218947	0.00191495	0.00629071	0.186625	0.4967	0.310383	
Seg 2	509.666	160	48.9903	44.8911	4.09924	0	0.914053	0.0859466	0		0.0499522	0.749013	0.199221	0.00181384	0.00819555	0.231876	0.494889	0.265039	
Seg 3	584.744	160	40.1091	35.6534	4.45574	0	0.885403	0.114597	0		0.051662	0.76052	0.186003	0.00181585	0.00990655	0.269132	0.48462	0.236341	
Seg 4	649.328	160	34.2315	29.467	4.76452	0	0.856044	0.143956	0		0.0531204	0.768454	0.17656	0.00186585	0.0114901	0.300943	0.471887	0.21568	
Seg 5	706.377	160	29.9964	24.9511	5.04534	0	0.825762	0.174238	0		0.054416	0.774141	0.169499	0.00194425	0.0129867	0.328796	0.458615	0.199602	
Seg 6	757.708	160	26.767	21.4575	5.30942	0	0.794347	0.205653	0		0.0556004	0.778313	0.164044	0.00204263	0.0144227	0.353631	0.445508	0.186439	
Seg 7	804.523	160	24.2029	18.6391	5.56376	0	0.761598	0.238402	0		0.0567055	0.781406	0.159731	0.00215698	0.0158165	0.37608	0.432829	0.175274	
Seg 8	847.667	160	22.1047	16.2915	5.81314	0	0.727319	0.272681	0		0.0577523	0.783697	0.156265	0.00228536	0.0171818	0.396592	0.420668	0.165559	
Seg 9	887.757	160	20.3471	14.286	6.06106	0	0.691311	0.308689	0		0.0587555	0.785369	0.153449	0.00242691	0.018529	0.415494	0.409039	0.156938	
Seg 10	925.261	160	18.8472	12.5369	6.31028	0	0.653369	0.346631	0		0.0597252	0.786548	0.151145	0.00258139	0.0198665	0.433039	0.397925	0.14917	
Seg 11	960.544	160	17.5477	10.9846	6.56313	0	0.613276	0.386724	0		0.0606691	0.787326	0.149256	0.002749	0.0212011	0.449418	0.387296	0.142085	
Seg 12	993.897	160	16.4075	9.58581	6.82171	0	0.570796	0.429204	0		0.0615928	0.787766	0.14771	0.00293023	0.022539	0.464789	0.377116	0.135556	
Seg 13	1025.56	160	15.3965	8.30849	7.08802	0	0.525672	0.474328	0		0.0625008	0.787919	0.146454	0.00312582	0.0238855	0.479276	0.367349	0.12949	
Seg 14	1055.72	160	14.4919	7.12788	7.36407	0	0.477615	0.522385	0		0.0633961	0.787821	0.145447	0.00333674	0.0252453	0.492983	0.357961	0.123811	
Seg 15	1084.54	160	13.6763	6.02436	7.65194	0	0.426304	0.573696	0		0.0642813	0.787498	0.144657	0.00356418	0.026623	0.505996	0.348919	0.118462	
Seg 16	1112.17	160	12.9359	4.98195	7.95393	0	0.371371	0.628629	0		0.0651581	0.786972	0.14406	0.00380955	0.028023	0.51839	0.340192	0.113395	
Seg 17	1138.72	160	12.2598	3.98723	8.27255	0	0.312395	0.687605	0		0.0660278	0.786258	0.14364	0.00407452	0.0294495	0.530228	0.331752	0.108571	
Seg 18	1164.3	160	11.6392	3.02848	8.61074	0	0.248886	0.751114	0		0.0668909	0.785368	0.14338	0.00436107	0.0309067	0.541564	0.323573	0.103957	
Seg 19	1188.98	160	11.0673	2.09561	8.9717	0	0.18099	0.81901	0		0.0677473	0.784309	0.143272	0.00467132	0.0323983	0.552442	0.315633	0.0995266	
Seg 20	1212.84	160	10.5381	1.17863	9.35947	0	0.107548	0.892452	0		0.0685966	0.783087	0.143309	0.00500794	0.0339287	0.562906	0.307909	0.0952561	
Seg 21	1231.28	160	10.1445	0.454441	9.69008	0	0.0447955	0.955205	0		0.0692661	0.782	0.143437	0.00529644	0.0351761	0.570956	0.301908	0.0919604	
Seg 22	1249.27	160	9.89914	0	9.89914	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 23	1267.21	160	9.87313	0	9.87313	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 24	1285.11	160	9.84772	0	9.84772	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 25	1302.96	160	9.82287	0	9.82287	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 26	1320.77	160	9.79856	0	9.79856	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 27	1338.53	160	9.77477	0	9.77477	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 28	1356.26	160	9.75148	0	9.75148	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 29	1373.94	160	9.72866	0	9.72866	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	
Seg 30	1391.58	160	9.70631	0	9.70631	0	0	1	0		0.0359734	0.575892	0.298201	0.0899334	0.0359734	0.575892	0.298201	0.0899334	


451.945   	300       	160       	0         	96765.9   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	100.193	97.1671	3.02576	0	0.969801	0.0301994	0		0.0445908	0.702004	0.251064	0.0023406	0.00404347	0.128561	0.466876	0.40052	
Seg 1	418.848	160	64.5431	60.9025	3.64065	0	0.942487	0.057513	0		0.0474326	0.731448	0.219207	0.00191214	0.00624455	0.186776	0.49733	0.30965	
Seg 2	509.928	160	49.0551	44.9705	4.08465	0	0.914477	0.0855232	0		0.0495416	0.749175	0.199473	0.0018108	0.0081375	0.232117	0.495525	0.26422	
Seg 3	585.078	160	40.1564	35.7145	4.4419	0	0.885898	0.114102	0		0.0512366	0.760705	0.186246	0.00181281	0.00983787	0.269448	0.485216	0.235499	
Seg 4	649.715	160	34.2681	29.5167	4.75136	0	0.8566	0.1434	0		0.0526822	0.768658	0.176797	0.00186288	0.0114116	0.301324	0.472429	0.214835	
Seg 5	706.807	160	30.0258	24.993	5.03285	0	0.826368	0.173632	0		0.0539665	0.774361	0.169731	0.00194141	0.012899	0.329236	0.459103	0.198763	
Seg 6	758.171	160	26.7911	21.4935	5.29762	0	0.794993	0.205007	0		0.0551404	0.778546	0.164274	0.00203997	0.0143262	0.354123	0.445942	0.185608	
Seg 7	805.013	160	24.2229	18.6702	5.55269	0	0.762273	0.237727	0		0.0562357	0.78165	0.15996	0.00215455	0.0157117	0.376622	0.433212	0.174455	
Seg 8	848.179	160	22.1213	16.3185	5.80285	0	0.72801	0.27199	0		0.0572732	0.783949	0.156494	0.00228322	0.0170689	0.397179	0.421002	0.164751	
Seg 9	888.286	160	20.361	14.3094	6.05162	0	0.692004	0.307996	0		0.0582674	0.785629	0.153678	0.00242512	0.0184082	0.416125	0.409326	0.156141	
Seg 10	925.803	160	18.8587	12.557	6.30178	0	0.654049	0.345951	0		0.0592285	0.786816	0.151376	0.00258002	0.019738	0.43371	0.398168	0.148384	
Seg 11	961.097	160	17.5571	11.0014	6.55569	0	0.613923	0.386077	0		0.0601641	0.787599	0.149489	0.00274813	0.0210652	0.450129	0.387497	0.141309	
Seg 12	994.457	160	16.4151	9.59964	6.81544	0	0.571389	0.428611	0		0.0610798	0.788045	0.147946	0.00292995	0.0223958	0.465537	0.377276	0.13479	
Seg 13	1026.12	160	15.4024	8.31931	7.08309	0	0.526185	0.473815	0		0.0619797	0.788201	0.146693	0.00312623	0.0237351	0.480061	0.367471	0.128733	
Seg 14	1056.28	160	14.4963	7.13564	7.36065	0	0.478018	0.521982	0		0.0628673	0.788106	0.145689	0.00333798	0.025088	0.493804	0.358045	0.123064	
Seg 15	1085.11	160	13.6792	6.02896	7.65025	0	0.42656	0.57344	0		0.0637448	0.787785	0.144903	0.00356637	0.0264589	0.506852	0.348966	0.117723	
Seg 16	1112.74	160	12.9375	4.98324	7.95422	0	0.371438	0.628562	0		0.0646141	0.787261	0.144312	0.00381287	0.0278522	0.51928	0.340204	0.112664	
Seg 17	1139.28	160	12.2601	3.98497	8.27514	0	0.31222	0.68778	0		0.0654762	0.786547	0.143897	0.00407917	0.0292723	0.531152	0.331729	0.107847	
Seg 18	1164.85	160	11.6384	3.02238	8.61599	0	0.248408	0.751592	0		0.0663319	0.785656	0.143644	0.00436727	0.0307233	0.542522	0.323516	0.103239	
Seg 19	1189.53	160	11.0653	2.08525	8.98007	0	0.180148	0.819852	0		0.0671809	0.784596	0.143544	0.00467935	0.0322089	0.553434	0.315542	0.098815	
Seg 20	1213.38	160	10.535	1.1635	9.37153	0	0.106217	0.893783	0		0.0680228	0.783371	0.143588	0.00501813	0.0337336	0.563932	0.307785	0.0945498	
Seg 21	1231.81	160	10.1407	0.435121	9.70554	0	0.0429073	0.957093	0		0.0686864	0.782281	0.143724	0.0053086	0.0349765	0.572009	0.301757	0.091258	
